run,r2,mae,rmse,mape,bp_error,spearman
run1,0.9831253840785411,0.0031105875234506736,0.005945632124048952,0.003315016162522448,31.105875234506737,0.9931232619271331
run2,0.9831253840785411,0.0031105875234506736,0.005945632124048952,0.003315016162522448,31.105875234506737,0.9931232619271331
exact_match,True,True,True,True,True,True
